date_time_respond,age,nationality,country workplace,working abroad,continent,gender,marital status,qualification,institution,years of service,professional position,proportion coauthored,benefits_qualityofpaper,benefits_increaseinpublication,benefits_divisionlabour,benefits_mutualgain_expertise,benefits_knowcolleague,benefits_junior,benefits_mentorbysenior,benefits_international,benefits_sharing_researchcosts,benefits_multidisciplinary,benefits_largeinternational_crosscountry,benefits_furthernetworks,relationship_mentor_writepaper,relationship_mentor_collectdata,relationship_mentor_analyzing,relationship_mentor_designing,relationship_mentor_revising,relationship_mentor_reviewing,relationship_mentor_originalidea,relationship_colleague_writepaper,relationship_colleague_collectdata,relationship_colleague_analyzing,relationship_colleague_designing,relationship_colleague_revising,relationship_colleague_reviewing,relationship_colleague_originalidea,authororder_significantcontribution,authororder_alphabet_equalcontribution,authororder_alphabet_nosignificant,preference_nationality,preference_gender,preference_ethnicity,preference_higherrank,preference_equalacademicrank,preference_juniors,preference_department,preference_friends
11/11/2015 08:09,46 - 55,Croatia,Croatia,No,Europe,Male,Other,Masters,Research Institute,More than 10 years,Senior Lecturer,About half,3,3,3,3,3,3,3,3,2,3,3,3,Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,Important,Important,Important,Important,Important,Important,Important,In none of my papers,In all my papers,In none of my papers,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never
11/11/2015 08:19,56 and above,USA,USA,No,North America,Male,Married,Masters,University,More than 10 years,Other,About one-third,4,1,3,1,2,1,1,1,1,1,1,1,Important,Important,Important,Important,Important,Important,Very Important,Important,Important,Important,Important,Important,Important,Very Important,In none of my papers,In none of my papers,In all my papers,Never,Never,Never,Never,Never,Never,Sometimes,Most of the time
11/11/2015 08:42,46 - 55,Australia,Australia,No,Oceania,Female,Married,Masters,University,6 - 10 years,Senior Lecturer,Almost all papers,4,4,4,4,4,4,4,3,3,4,3,4,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In all my papers,In none of my papers,In none of my papers,Sometimes,Sometimes,Never,Most of the time,Sometimes,Never,Most of the time,Never
11/11/2015 10:50,less than 35,Germany,Netherlands,Yes,Europe,Male,Single,Masters,University,Less than 1 year,Assistant Professor,Very few,4,3,4,3,2,1,1,1,1,1,1,2,Slightly Important,Slightly Important,Slightly Important,Important,Important,Not Important,Slightly Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In none of my papers,In all my papers,In none of my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/11/2015 11:45,46 - 55,USA,USA,No,North America,Female,Married,Masters,University,More than 10 years,Associate Professor,Almost all papers,4,4,4,4,4,4,4,4,4,4,3,4,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In very few of my papers,In almost all my papers,In none of my papers,Sometimes,Sometimes,Never,Never,Never,Sometimes,Most of the time,Most of the time
11/11/2015 12:55,56 and above,Australia,Australia,No,Oceania,Male,Married,Other,University,6 - 10 years,Researcher/Scientist,About one-third,3,1,1,2,4,4,1,1,1,2,1,2,Important,Important,Important,Important,Important,Important,Very Important,Important,Important,Important,Important,Important,Important,Important,In about one-third of my papers,In about two-third of my papers,In very few of my papers,Never,Never,Never,Never,Never,Sometimes,Sometimes,Always
11/11/2015 13:57,56 and above,Australia,Australia,No,Oceania,Male,Married,Masters,University,More than 10 years,Senior Lecturer,About half,4,1,2,3,2,1,1,2,1,1,1,2,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Very Important,Very Important,Very Important,Important,Very Important,Slightly Important,Very Important,In very few of my papers,In almost all my papers,In almost all my papers,Never,Never,Never,Sometimes,Never,Never,Never,Most of the time
11/11/2015 15:22,56 and above,Australia,Australia,No,Oceania,Male,Married,Masters,University,More than 10 years,Senior Lecturer,About two-third,2,2,3,2,2,3,1,1,2,1,1,1,Important,Not Important,Important,Important,Important,Slightly Important,Very Important,Important,Not Important,Important,Important,Important,Important,Important,In very few of my papers,In none of my papers,In almost all my papers,Never,Never,Never,Never,Never,Most of the time,Sometimes,Sometimes
11/11/2015 15:25,less than 35,Cameroon,Cameroon,No,Africa,Male,Single,PhD,Research Institute,6 - 10 years,Economist (not holding academic position ),About one-third,4,4,3,4,4,4,3,2,2,3,2,3,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Slightly Important,Important,Important,,Important,Very Important,In all my papers,In none of my papers,In none of my papers,Sometimes,Never,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes
11/11/2015 15:27,35 - 45,South Korea,South Korea,No,Asia,Male,Married,Masters,University,6 - 10 years,Professor,Almost all papers,4,2,2,4,1,1,1,2,1,1,1,2,Not Important,Not Important,Not Important,Not Important,Important,Important,Not Important,Very Important,Very Important,Very Important,Very Important,Important,Important,Very Important,In all my papers,In none of my papers,In none of my papers,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/11/2015 15:33,35 - 45,Lithuania,Lithuania,No,Europe,Female,Married,Masters,University,More than 10 years,Professor,Almost all papers,3,3,3,2,2,3,3,4,1,3,2,4,Slightly Important,Important,Important,Slightly Important,Slightly Important,Important,Slightly Important,Important,Important,Important,Important,Important,Important,Important,In about two-third of my papers,In very few of my papers,In very few of my papers,Sometimes,Never,Never,Most of the time,Sometimes,Most of the time,Sometimes,Never
11/11/2015 15:34,35 - 45,Tunisia,Saudi Arabia,Yes,Asia,Male,Married,Masters,University,1 - 5 years,Assistant Professor,All papers,4,3,3,2,4,3,3,4,2,3,3,3,Slightly Important,Important,Very Important,Important,Important,Important,Slightly Important,Very Important,Very Important,Important,Important,Very Important,Important,Very Important,In almost all my papers,In very few of my papers,In none of my papers,Never,Sometimes,Never,Never,Never,Never,Most of the time,Sometimes
11/11/2015 15:41,35 - 45,India,India,No,Asia,Male,Married,Masters,University,More than 10 years,Assistant Professor,About one-third,4,4,4,4,2,2,3,3,2,4,4,4,Very Important,Not Important,Very Important,Important,Very Important,Not Important,Very Important,Important,Slightly Important,Important,Very Important,Very Important,Slightly Important,Important,In about half of my papers,In none of my papers,In about half of my papers,Most of the time,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time
11/11/2015 15:46,46 - 55,Italy,Italy,No,Europe,Female,Single,Masters,University,More than 10 years,Professor,Almost all papers,4,3,4,4,2,3,1,3,2,2,3,3,Important,,Important,Very Important,Very Important,Important,Very Important,Important,Not Important,Important,Important,Important,Important,Important,In very few of my papers,In very few of my papers,In almost all my papers,Most of the time,Most of the time,Most of the time,Never,Sometimes,Most of the time,Sometimes,Sometimes
11/11/2015 15:57,46 - 55,United Kingdom,United Kingdom,No,Europe,Female,Married,Masters,Other,1 - 5 years,Other,Almost all papers,3,1,3,2,2,2,2,1,1,1,1,1,Important,Important,Important,Slightly Important,Not Important,Slightly Important,Very Important,Important,Important,Important,Important,Important,Important,Important,In none of my papers,In none of my papers,In all my papers,Never,Never,Never,Never,Never,Most of the time,Most of the time,Sometimes
11/11/2015 16:00,less than 35,USA,United Kingdom,Yes,Europe,Male,Married,Masters,University,1 - 5 years,Lecturer,All papers,3,3,4,4,3,2,2,3,1,4,2,3,Slightly Important,Slightly Important,Important,Important,Very Important,Slightly Important,Important,Important,Important,Important,Important,Important,Important,Important,In about one-third of my papers,In very few of my papers,In about two-third of my papers,Never,Never,Never,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes
11/11/2015 16:00,35 - 45,Israel,Israel,No,Asia,Female,Married,Masters,University,1 - 5 years,Assistant Professor,Almost all papers,4,3,2,4,2,3,3,1,1,2,3,1,Important,Not Important,Important,Important,Important,Important,Important,Important,Not Important,Important,Important,Important,Important,Important,In none of my papers,In all my papers,In none of my papers,,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes
11/11/2015 16:11,35 - 45,Turkey,Turkey,No,Asia,Female,Married,Masters,Other,More than 10 years,Other,All papers,3,3,3,4,3,3,3,3,2,3,3,3,Slightly Important,Slightly Important,Important,Very Important,Important,Slightly Important,Very Important,Important,Important,Important,Important,Important,Important,Important,In about one-third of my papers,In all my papers,In none of my papers,Never,Never,Never,Most of the time,Most of the time,Most of the time,Never,Sometimes
11/11/2015 16:27,56 and above,Canada,Canada,No,North America,Male,Married,Other,University,More than 10 years,Professor,About half,2,3,3,3,4,3,4,4,4,3,3,3,Very Important,Not Important,Not Important,Not Important,Important,Not Important,Very Important,Very Important,Not Important,Not Important,Not Important,Important,Not Important,Very Important,In none of my papers,In all my papers,In all my papers,Never,Never,Never,Never,Never,Always,Sometimes,Sometimes
11/11/2015 16:40,56 and above,Italy,Italy,No,Europe,Male,Married,PhD,University,More than 10 years,Professor,About two-third,3,1,3,2,1,3,1,3,1,2,3,2,Important,Important,Important,Slightly Important,Slightly Important,Important,Not Important,Important,Slightly Important,Important,Important,Important,Important,Important,In very few of my papers,In none of my papers,In almost all my papers,Sometimes,Never,Never,Sometimes,Most of the time,Sometimes,Sometimes,Never
11/11/2015 16:44,35 - 45,Italy,Italy,No,Europe,Male,Single,Masters,University,1 - 5 years,Assistant Professor,All papers,3,2,2,3,2,3,3,3,3,4,3,3,Important,Very Important,Very Important,Important,Important,Slightly Important,Important,Important,Important,Important,Important,Important,Important,Important,In none of my papers,In none of my papers,In all my papers,Sometimes,Never,Never,Never,Never,Sometimes,Most of the time,Sometimes
11/11/2015 16:47,35 - 45,Greece,Greece,No,Europe,Male,Married,Masters,University,More than 10 years,Associate Professor,Almost all papers,3,1,1,3,2,3,2,4,1,4,3,3,Very Important,Slightly Important,Important,Slightly Important,Important,Slightly Important,Important,Important,Slightly Important,Important,Important,Important,Slightly Important,Important,In almost all my papers,In none of my papers,In none of my papers,Never,Never,Never,Never,Never,Most of the time,Most of the time,Never
11/11/2015 16:52,less than 35,Belgium,France,Yes,Europe,Male,Single,Masters,University,1 - 5 years,Researcher/Scientist,Almost all papers,3,3,3,3,2,1,4,4,1,1,4,4,Important,Not Important,Not Important,Very Important,Very Important,Important,Very Important,Important,Important,Important,Slightly Important,Slightly Important,Slightly Important,Important,In very few of my papers,In none of my papers,In almost all my papers,Never,Never,Never,Most of the time,Sometimes,Sometimes,,Sometimes
11/11/2015 16:55,46 - 55,Spain,Spain,No,Europe,Male,Married,Masters,University,6 - 10 years,Senior Lecturer,Almost all papers,3,1,1,4,3,1,2,4,1,1,1,3,Important,Slightly Important,Slightly Important,Very Important,Important,Important,Very Important,Important,Slightly Important,Important,Very Important,Important,Important,Very Important,In very few of my papers,In none of my papers,In almost all my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/11/2015 17:01,46 - 55,Russia,Russia,No,Asia,Male,Married,Masters,University,More than 10 years,Professor,About half,2,3,3,4,1,2,3,2,1,1,1,2,Very Important,Not Important,Slightly Important,Very Important,Very Important,Important,Slightly Important,Important,Slightly Important,Slightly Important,Important,Important,Slightly Important,Not Important,In very few of my papers,In none of my papers,In almost all my papers,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes
11/11/2015 17:05,less than 35,Italy,Italy,No,Europe,Female,Other,Masters,University,1 - 5 years,,All papers,4,1,2,3,1,1,4,1,1,3,2,3,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Slightly Important,Important,Very Important,Very Important,Slightly Important,Slightly Important,Very Important,In none of my papers,In all my papers,In none of my papers,Never,Never,Never,Most of the time,Sometimes,Never,Sometimes,Never
11/11/2015 17:07,35 - 45,Italy,Italy,No,Europe,Female,Single,Masters,University,More than 10 years,Assistant Professor,About one-third,4,4,4,4,4,3,4,4,4,4,4,4,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In all my papers,In all my papers,In all my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/11/2015 17:16,35 - 45,Israel,Israel,No,Asia,Male,Married,Masters,University,1 - 5 years,Lecturer,About one-third,4,3,2,3,2,1,3,3,2,1,2,2,Important,Slightly Important,Important,Very Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,In all my papers,In none of my papers,In none of my papers,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time
11/11/2015 17:17,35 - 45,China,Japan,Yes,Asia,Male,Married,Masters,University,6 - 10 years,Associate Professor,About two-third,3,3,4,3,3,1,1,3,3,3,3,3,Important,Slightly Important,Important,Important,Important,Slightly Important,Very Important,Important,Slightly Important,Important,Important,Very Important,Not Important,Important,In very few of my papers,In almost all my papers,In none of my papers,Most of the time,Always,Most of the time,Sometimes,,Never,Never,Never
11/11/2015 17:32,35 - 45,Portugal,Portugal,No,Europe,Male,Married,Masters,University,6 - 10 years,Associate Professor,Very few,4,1,3,4,2,3,3,3,3,3,3,3,Very Important,Important,Very Important,Important,Important,Important,Very Important,Very Important,Important,Very Important,Important,Important,Important,Very Important,In all my papers,In none of my papers,In none of my papers,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never
11/11/2015 17:36,less than 35,Greece,United Kingdom,Yes,Europe,Female,Single,Masters,University,Less than 1 year,Researcher/Scientist,Almost all papers,4,3,2,3,2,2,2,3,2,3,3,3,Important,Important,Very Important,Very Important,Very Important,Important,Very Important,Important,Important,Important,Important,Very Important,Important,Important,In none of my papers,In all my papers,In none of my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/11/2015 17:45,35 - 45,Indonesia,Sweden,Yes,Europe,Male,Married,Masters,University,1 - 5 years,Researcher/Scientist,Very few,3,4,4,4,3,1,1,4,3,4,4,4,Slightly Important,Slightly Important,Important,Important,Important,Slightly Important,Important,Important,Slightly Important,Important,Very Important,Important,Important,Very Important,In very few of my papers,In none of my papers,In none of my papers,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Most of the time,Sometimes
11/11/2015 17:47,35 - 45,Italy,,No,Europe,Female,Married,Masters,University,1 - 5 years,Associate Professor,About two-third,4,2,2,3,3,3,3,3,2,2,2,2,Important,Not Important,Slightly Important,Important,Important,Not Important,Important,Important,Slightly Important,Important,,Important,Important,Important,In none of my papers,In none of my papers,In all my papers,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes
11/11/2015 17:56,56 and above,Australia,Singapore,Yes,Asia,Male,Married,Masters,University,1 - 5 years,Professor,Very few,4,2,4,2,2,2,1,1,1,2,1,1,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,In about one-third of my papers,In about half of my papers,In very few of my papers,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes
11/11/2015 18:03,46 - 55,Germany,Germany,No,Europe,Female,Other,Masters,Other,1 - 5 years,Associate Professor,About one-third,4,2,,4,2,2,2,3,1,2,2,3,Very Important,Slightly Important,Important,Very Important,Very Important,Important,Very Important,Important,Slightly Important,Slightly Important,Slightly Important,Important,Slightly Important,Very Important,In very few of my papers,In about two-third of my papers,In about one-third of my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/11/2015 18:15,35 - 45,Germany,Australia,Yes,Oceania,Female,Other,Masters,University,6 - 10 years,Associate Professor,All papers,4,4,4,3,3,2,2,4,3,4,4,4,Important,Slightly Important,Very Important,Very Important,Very Important,Slightly Important,Very Important,Important,Important,Important,Important,Important,Important,Important,In all my papers,In very few of my papers,In very few of my papers,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Never
11/11/2015 18:35,35 - 45,Sweden,Denmark,Yes,Europe,Male,Single,Masters,Research Institute,1 - 5 years,Researcher/Scientist,All papers,4,1,2,3,2,2,2,2,2,2,1,1,Important,Slightly Important,Important,Important,Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Slightly Important,Slightly Important,Important,In none of my papers,In almost all my papers,In very few of my papers,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes
11/11/2015 18:35,46 - 55,Belgium,Belgium,No,Europe,Male,Married,Masters,University,More than 10 years,Professor,Almost all papers,4,3,1,2,1,4,4,3,1,4,4,4,Slightly Important,Not Important,Not Important,Very Important,Important,Not Important,Important,Very Important,Important,Important,Important,Important,Important,Very Important,In all my papers,In none of my papers,In none of my papers,Never,Never,Never,Never,Never,Most of the time,Never,Never
11/11/2015 18:46,less than 35,Italy,Italy,No,Europe,Female,Single,Masters,University,1 - 5 years,Student,All papers,4,3,2,4,2,1,4,3,3,4,3,3,Slightly Important,Important,Important,Important,Important,Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Important,Important,In none of my papers,In all my papers,In none of my papers,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never
11/11/2015 18:50,35 - 45,Turkey,Australia,Yes,Oceania,Male,Married,Masters,University,1 - 5 years,Lecturer,Almost all papers,2,3,3,2,1,3,3,3,2,2,2,3,Slightly Important,Slightly Important,Slightly Important,Important,Very Important,Slightly Important,Important,Important,Important,Important,Important,Important,Slightly Important,Important,In about half of my papers,In very few of my papers,In about half of my papers,Never,Always,Never,Most of the time,Sometimes,Never,Sometimes,Never
11/11/2015 18:56,56 and above,United Kingdom,United Kingdom,No,Europe,Female,Married,Masters,University,More than 10 years,Other,Very few,2,3,2,3,4,4,1,2,1,1,3,3,Important,Important,Important,Important,Important,Important,Very Important,Very Important,Important,Very Important,Very Important,Important,Important,Very Important,In about one-third of my papers,In about half of my papers,In very few of my papers,Never,Sometimes,Never,Never,Sometimes,Most of the time,Sometimes,Most of the time
11/11/2015 18:58,35 - 45,Germany,Germany,No,Europe,Male,Married,Masters,University,1 - 5 years,Professor,Almost all papers,3,4,3,2,3,1,3,3,3,4,2,4,Important,Important,Very Important,Slightly Important,Important,Important,Slightly Important,Important,Important,Very Important,Slightly Important,Important,Important,Slightly Important,In very few of my papers,In almost all my papers,In almost all my papers,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Never,Sometimes,Most of the time
11/11/2015 19:00,35 - 45,Turkey,New Zealand,Yes,Oceania,Male,Married,Masters,University,6 - 10 years,Associate Professor,Almost all papers,4,2,3,4,3,2,4,3,3,3,4,3,Important,Important,Very Important,Important,Important,Slightly Important,Very Important,,Important,Very Important,Very Important,Important,Important,Important,In about one-third of my papers,In about two-third of my papers,In very few of my papers,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Most of the time
11/11/2015 19:05,35 - 45,Italy,Italy,No,Europe,Male,Married,Masters,University,6 - 10 years,Associate Professor,About two-third,3,1,4,4,4,3,3,3,2,2,3,4,Very Important,Slightly Important,Slightly Important,Very Important,Very Important,Important,Important,Important,Slightly Important,Important,Important,Important,Important,Important,In none of my papers,In almost all my papers,In none of my papers,Sometimes,Never,Never,Never,Never,Sometimes,Most of the time,Most of the time
11/11/2015 19:05,46 - 55,Portugal,Portugal,No,Europe,Male,Married,Masters,University,More than 10 years,Associate Professor,All papers,4,2,3,4,1,3,3,4,2,4,4,1,Very Important,Slightly Important,Very Important,Very Important,Very Important,Slightly Important,Very Important,Very Important,Slightly Important,Very Important,Important,Important,Slightly Important,Slightly Important,In almost all my papers,In very few of my papers,In none of my papers,Never,Never,Never,Never,Never,Most of the time,Most of the time,Sometimes
11/11/2015 19:48,46 - 55,United Kingdom,Australia,Yes,Oceania,Male,Married,Masters,University,1 - 5 years,Professor,Almost all papers,3,3,4,3,2,3,3,4,1,3,3,4,Very Important,Very Important,Important,Slightly Important,Important,Very Important,Slightly Important,Very Important,Slightly Important,Important,Slightly Important,Very Important,Important,Very Important,In very few of my papers,In very few of my papers,In almost all my papers,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never
11/11/2015 20:23,46 - 55,Greece,Greece,No,Europe,Male,Married,Masters,University,More than 10 years,Professor,Almost all papers,4,4,2,3,2,1,1,2,2,3,2,2,Slightly Important,Not Important,Slightly Important,Important,Important,Important,Very Important,Slightly Important,Not Important,Slightly Important,Important,Important,Slightly Important,Very Important,In none of my papers,In none of my papers,In all my papers,Never,Never,Never,Never,Never,Sometimes,Sometimes,Most of the time
11/11/2015 20:45,35 - 45,Australia,Australia,No,Oceania,Male,Married,Masters,University,6 - 10 years,Senior Lecturer,About two-third,3,3,3,4,1,2,3,3,1,1,3,3,Important,Very Important,Important,Important,Very Important,Very Important,Very Important,Important,Very Important,Important,Important,Very Important,Very Important,Very Important,In very few of my papers,In about two-third of my papers,In about two-third of my papers,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/11/2015 21:20,46 - 55,Germany,Germany,No,Europe,Male,Married,Masters,University,1 - 5 years,Professor,About one-third,3,2,4,2,1,3,1,2,1,3,1,1,Very Important,Slightly Important,Important,Very Important,Very Important,Very Important,Very Important,Important,Slightly Important,Important,Important,Important,Very Important,Very Important,In very few of my papers,In none of my papers,In almost all my papers,Never,Never,Never,Sometimes,Most of the time,Most of the time,Sometimes,Never
11/11/2015 21:37,56 and above,India,India,No,Asia,Male,Married,Masters,University,More than 10 years,Professor,Almost all papers,4,3,4,,3,4,3,4,1,1,1,1,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In none of my papers,In almost all my papers,In none of my papers,Most of the time,Sometimes,Never,Sometimes,Most of the time,Sometimes,Most of the time,Never
11/11/2015 22:33,35 - 45,USA,United Kingdom,Yes,Europe,Female,Single,Masters,University,1 - 5 years,Lecturer,Very few,4,3,3,4,2,4,4,3,3,4,2,3,Important,Slightly Important,Very Important,Important,Important,Important,Very Important,Important,Important,Important,Important,Important,Important,Important,In very few of my papers,In about two-third of my papers,In none of my papers,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/11/2015 22:34,35 - 45,Czech Republic,Czech Republic,No,Europe,Male,Married,Masters,University,1 - 5 years,Assistant Professor,Very few,2,2,3,3,1,1,2,2,3,3,3,3,Important,Not Important,Slightly Important,Important,Very Important,Slightly Important,Important,Slightly Important,Important,Important,Important,Slightly Important,Important,Important,In none of my papers,In all my papers,In none of my papers,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/11/2015 22:36,35 - 45,Mexico,Mexico,No,North America,Male,Single,Masters,University,6 - 10 years,Assistant Professor,Almost all papers,3,3,3,2,2,2,2,3,2,1,1,2,Important,Very Important,Very Important,Important,Very Important,Very Important,Important,Important,Important,Important,Important,Important,Important,Important,In none of my papers,In none of my papers,In all my papers,Sometimes,Sometimes,Never,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time
11/11/2015 22:44,56 and above,USA,USA,No,North America,Male,Married,Masters,University,6 - 10 years,Professor,About two-third,4,2,2,3,2,2,2,1,1,3,1,1,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,In very few of my papers,In very few of my papers,In almost all my papers,Never,Never,Never,Never,Never,Never,Never,Sometimes
11/11/2015 22:53,35 - 45,USA,USA,No,North America,Male,Married,Masters,University,6 - 10 years,Assistant Professor,About half,4,2,3,4,3,2,3,1,1,2,1,2,Slightly Important,Not Important,Not Important,Very Important,Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Important,Very Important,Slightly Important,Slightly Important,Slightly Important,In almost all my papers,In very few of my papers,In none of my papers,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/11/2015 22:54,less than 35,Italy,Italy,No,Europe,Female,Single,Masters,University,1 - 5 years,Post Doc,All papers,4,4,2,4,3,2,2,3,3,3,4,4,Important,Very Important,Very Important,Slightly Important,Slightly Important,Important,Important,Very Important,Very Important,Very Important,Important,Important,Important,Important,In all my papers,In none of my papers,In none of my papers,Never,Never,Never,Never,Never,Never,Never,Sometimes
11/11/2015 23:31,56 and above,USA,USA,No,North America,Male,Married,Masters,University,More than 10 years,Professor,Almost all papers,3,3,4,4,4,3,3,4,3,2,2,4,Very Important,Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Slightly Important,Important,Important,Very Important,Important,Important,In about one-third of my papers,In about two-third of my papers,In none of my papers,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never
11/11/2015 23:43,35 - 45,Philippines,USA,Yes,North America,Female,Married,Masters,Research Institute,1 - 5 years,Researcher/Scientist,Almost all papers,3,4,4,4,2,4,4,2,2,3,3,2,Important,Important,Important,Very Important,Very Important,Important,Very Important,Important,Slightly Important,Very Important,Very Important,Slightly Important,Slightly Important,Important,In all my papers,In none of my papers,In none of my papers,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes
11/12/2015 00:23,less than 35,USA,USA,No,North America,Female,Married,Masters,University,6 - 10 years,Assistant Professor,Almost all papers,4,4,3,3,3,3,4,1,2,3,1,1,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In almost all my papers,In very few of my papers,In none of my papers,Never,Never,Never,Never,Never,Never,Most of the time,Sometimes
11/12/2015 00:33,35 - 45,Macedonia,Macedonia,No,Europe,Male,Married,Masters,University,More than 10 years,Professor,All papers,3,2,4,4,3,1,1,3,2,3,3,4,Slightly Important,Slightly Important,Slightly Important,Important,Very Important,Important,Very Important,,Slightly Important,Important,Very Important,Very Important,Very Important,Very Important,In almost all my papers,In none of my papers,In very few of my papers,Most of the time,Always,Most of the time,Never,Sometimes,Never,Most of the time,Sometimes
11/12/2015 00:53,35 - 45,Spain,Spain,No,Europe,Male,Single,Masters,University,6 - 10 years,Associate Professor,Almost all papers,3,3,3,3,1,1,1,3,4,4,4,4,Important,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,Not Important,Not Important,Not Important,Very Important,Very Important,Very Important,In all my papers,In none of my papers,In none of my papers,Sometimes,Never,Never,Always,Never,Never,Always,Never
11/12/2015 01:07,35 - 45,USA,USA,No,North America,Male,Married,Masters,University,6 - 10 years,Associate Professor,About half,,3,3,2,2,2,1,2,4,2,2,3,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Important,Important,Important,Important,Important,Important,Important,In none of my papers,In all my papers,In none of my papers,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes
11/12/2015 01:11,less than 35,USA,USA,No,North America,Male,Married,Masters,Other,1 - 5 years,Other,All papers,4,2,2,4,2,1,4,1,1,3,1,2,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Very Important,Slightly Important,Important,Very Important,Very Important,Important,Important,In almost all my papers,In very few of my papers,In none of my papers,Never,Never,Never,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes
11/12/2015 01:14,46 - 55,Sweden,Sweden,No,Europe,Male,Married,Masters,University,6 - 10 years,Assistant Professor,About two-third,4,1,3,3,2,3,3,1,1,1,1,2,Very Important,Not Important,Important,Important,Important,Slightly Important,Slightly Important,Important,Slightly Important,Important,Important,Important,Slightly Important,Slightly Important,In none of my papers,In all my papers,In none of my papers,Never,Never,Never,Always,Never,Never,Always,Never
11/12/2015 01:23,35 - 45,Spain,Spain,No,Europe,Male,Married,Masters,University,More than 10 years,Professor,About two-third,3,3,2,3,1,4,1,4,1,4,4,4,Very Important,Slightly Important,Very Important,Very Important,Important,Slightly Important,Very Important,Important,Slightly Important,Important,Slightly Important,Important,Slightly Important,Slightly Important,In none of my papers,In none of my papers,In none of my papers,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes
